4000, 60, 83.07
5000, 60, 85.25
5000, 60, 84.41
5000, 60, 84.67
6000, 60, 86.40
6000, 60, 85.70
6000, 60, 86.72
7000, 60, 84.73
7000, 60, 85.38
7000, 60, 84.93
8000, 60, 86.53
8000, 60, 87.24
8000, 60, 86.40
9000, 60, 86.40
9000, 60, 87.49
9000, 60, 86.79
10000, 60, 86.53
10000, 60, 87.88
10000, 60, 86.21
1000, 70, 72.03
1000, 70, 71.78
1000, 70, 68.31
2000, 70, 79.22
2000, 70, 77.87
2000, 70, 79.86
3000, 70, 81.08
3000, 70, 83.90
3000, 70, 81.01
4000, 70, 83.90
4000, 70, 82.94
4000, 70, 82.55
5000, 70, 85.12
5000, 70, 83.77
5000, 70, 83.90
6000, 70, 85.44
6000, 70, 85.82
6000, 70, 86.14
7000, 70, 86.53
7000, 70, 86.47
7000, 70, 86.59
8000, 70, 86.02
8000, 70, 85.63
8000, 70, 85.05
9000, 70, 87.11
9000, 70, 86.27
9000, 70, 86.27
10000, 70, 87.17
10000, 70, 86.27
10000, 70, 86.59
1000, 80, 68.25
1000, 80, 73.96
1000, 80, 68.25
2000, 80, 80.37
2000, 80, 78.64
2000, 80, 78.90
3000, 80, 80.89
3000, 80, 81.59
3000, 80, 80.95
4000, 80, 84.03
4000, 80, 82.94
4000, 80, 83.77
5000, 80, 85.05
5000, 80, 86.08
5000, 80, 85.18
6000, 80, 85.25
6000, 80, 84.48
6000, 80, 85.44
7000, 80, 85.50
7000, 80, 86.85
7000, 80, 86.14
8000, 80, 85.44
8000, 80, 86.72
8000, 80, 86.98
9000, 80, 85.95
9000, 80, 86.08
9000, 80, 86.85
10000, 80, 88.01
10000, 80, 87.36
10000, 80, 86.91
1000, 90, 70.11
1000, 90, 73.44
1000, 90, 73.77
2000, 90, 79.99
2000, 90, 76.07
2000, 90, 80.44
3000, 90, 81.46
3000, 90, 83.26
3000, 90, 81.59
4000, 90, 83.00
4000, 90, 83.45
4000, 90, 84.28
5000, 90, 84.48
5000, 90, 84.16
5000, 90, 84.80
6000, 90, 85.44
6000, 90, 85.57
6000, 90, 85.31
7000, 90, 84.93
7000, 90, 85.63
7000, 90, 84.86
8000, 90, 85.95
8000, 90, 87.30
8000, 90, 86.85
9000, 90, 86.08
9000, 90, 86.79
9000, 90, 86.02
10000, 90, 85.89
10000, 90, 86.27
10000, 90, 86.53
1000, 100, 70.37
1000, 100, 71.78
1000, 100, 71.01
2000, 100, 78.13
2000, 100, 78.77
2000, 100, 80.69
3000, 100, 83.19
3000, 100, 83.90
3000, 100, 81.46
4000, 100, 83.58
4000, 100, 83.71
4000, 100, 82.75
5000, 100, 84.54
5000, 100, 84.61
5000, 100, 85.38
6000, 100, 84.22
6000, 100, 86.02
6000, 100, 85.25
7000, 100, 85.57
7000, 100, 85.38
7000, 100, 85.38
8000, 100, 85.63
8000, 100, 85.44
8000, 100, 86.59
9000, 100, 86.72
9000, 100, 85.57
9000, 100, 86.66
10000, 100, 86.79
10000, 100, 86.91
10000, 100, 86.59
